idx_simulacao;dados;mec_ausencia;pct_ausencia;cluster_algorithm;dim_x_som;dim_y_som;sigma_som;lr_som;max_iter_som;n_clusters_kmd;n_clusters_aggcl;affinity_aggcl;metric_dbscan;min_samples_dbscan;eps_dbscan;order_cluster;order_column;n_clusters_knn
5110190;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;random;noSort;1
5110191;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessCorrelation;1
5110192;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;lessMissing;1
5110193;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreCorrelation;1
5110194;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;moreMissing;1
5110195;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleLessMissing;noSort;1
5110196;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessCorrelation;1
5110197;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;lessMissing;1
5110198;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreCorrelation;1
5110199;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;moreMissing;1
5110200;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;tupleMoreMissing;noSort;1
5110201;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessCorrelation;3
5110202;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;lessMissing;3
5110203;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreCorrelation;3
5110204;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;moreMissing;3
5110205;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldLessMissing;noSort;3
5110206;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessCorrelation;3
5110207;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;lessMissing;3
5110208;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreCorrelation;3
5110209;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;moreMissing;3
5110210;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldMoreMissing;noSort;3
5110211;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessCorrelation;3
5110212;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;lessMissing;3
5110213;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreCorrelation;3
5110214;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;moreMissing;3
5110215;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleLessMissing;noSort;3
5110216;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessCorrelation;3
5110217;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;lessMissing;3
5110218;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreCorrelation;3
5110219;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;moreMissing;3
5110220;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;fieldPerTupleMoreMissing;noSort;3
5110221;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;lessCorrelation;3
5110222;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;lessMissing;3
5110223;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;moreCorrelation;3
5110224;california;MAR;0,1;som;12;1;0,5;0,7;50;;;;;;;noSort;moreMissing;3
